,,,,,,,Daily Price Arrival Report-07-11-2025 to 11-09-2026 for Maharashtra,,,,,,
State/UT,District,Market,Commodity Group,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Unit,Arrival Quantity,Arrival Unit,Arrival Date
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,500.00,"1,500.00","1,000.00",Rs./Quintal,28.40,Metric Tonnes,18-03-2026
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,500.00,"1,200.00",800.00,Rs./Quintal,19.20,Metric Tonnes,17-03-2026
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,600.00,"1,200.00",900.00,Rs./Quintal,26.80,Metric Tonnes,16-03-2026
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,500.00,"1,500.00","1,000.00",Rs./Quintal,13.10,Metric Tonnes,15-03-2026
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,500.00,"1,500.00","1,000.00",Rs./Quintal,16.20,Metric Tonnes,14-03-2026
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,500.00,"1,500.00","1,000.00",Rs./Quintal,11.20,Metric Tonnes,12-03-2026
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,500.00,"1,000.00",800.00,Rs./Quintal,12.80,Metric Tonnes,11-03-2026
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,600.00,"1,200.00",800.00,Rs./Quintal,8.60,Metric Tonnes,10-03-2026
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,500.00,"1,200.00",800.00,Rs./Quintal,19.20,Metric Tonnes,09-03-2026
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,500.00,"1,500.00","1,000.00",Rs./Quintal,8.00,Metric Tonnes,08-03-2026
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,500.00,"1,000.00",800.00,Rs./Quintal,15.70,Metric Tonnes,07-03-2026
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,500.00,"1,200.00",800.00,Rs./Quintal,24.90,Metric Tonnes,05-03-2026
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,500.00,"1,000.00",800.00,Rs./Quintal,13.40,Metric Tonnes,03-03-2026
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"1,000.00","1,500.00","1,200.00",Rs./Quintal,21.00,Metric Tonnes,02-03-2026
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,700.00,"1,500.00","1,000.00",Rs./Quintal,28.50,Metric Tonnes,28-02-2026
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,600.00,"1,200.00",800.00,Rs./Quintal,20.30,Metric Tonnes,26-02-2026
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,500.00,"1,200.00",800.00,Rs./Quintal,32.40,Metric Tonnes,23-02-2026
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,600.00,"1,500.00","1,000.00",Rs./Quintal,18.50,Metric Tonnes,22-02-2026
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,500.00,"1,500.00","1,000.00",Rs./Quintal,21.90,Metric Tonnes,21-02-2026
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,500.00,"1,500.00","1,000.00",Rs./Quintal,22.80,Metric Tonnes,19-02-2026
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,800.00,"1,200.00","1,000.00",Rs./Quintal,21.80,Metric Tonnes,18-02-2026
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,500.00,"1,300.00","1,000.00",Rs./Quintal,10.90,Metric Tonnes,17-02-2026
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,500.00,"1,500.00","1,000.00",Rs./Quintal,28.70,Metric Tonnes,16-02-2026
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,500.00,"1,500.00","1,000.00",Rs./Quintal,14.90,Metric Tonnes,15-02-2026
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,800.00,"1,500.00","1,200.00",Rs./Quintal,28.40,Metric Tonnes,14-02-2026
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,500.00,"1,500.00","1,000.00",Rs./Quintal,28.60,Metric Tonnes,12-02-2026
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"1,000.00","1,500.00","1,200.00",Rs./Quintal,33.40,Metric Tonnes,11-02-2026
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"1,000.00","2,000.00","1,500.00",Rs./Quintal,18.30,Metric Tonnes,09-02-2026
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,500.00,"1,500.00","1,000.00",Rs./Quintal,26.20,Metric Tonnes,08-02-2026
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,800.00,"1,500.00","1,200.00",Rs./Quintal,17.10,Metric Tonnes,05-02-2026
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"1,000.00","2,000.00","1,500.00",Rs./Quintal,26.40,Metric Tonnes,04-02-2026
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,800.00,"1,500.00","1,200.00",Rs./Quintal,16.80,Metric Tonnes,03-02-2026
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"1,000.00","2,000.00","1,500.00",Rs./Quintal,23.40,Metric Tonnes,02-02-2026
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,800.00,"1,600.00","1,200.00",Rs./Quintal,39.20,Metric Tonnes,01-02-2026
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,800.00,"1,600.00","1,200.00",Rs./Quintal,43.60,Metric Tonnes,31-01-2026
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"1,000.00","2,000.00","1,500.00",Rs./Quintal,29.10,Metric Tonnes,28-01-2026
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"1,000.00","2,000.00","1,500.00",Rs./Quintal,22.60,Metric Tonnes,27-01-2026
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"1,500.00","2,500.00","2,000.00",Rs./Quintal,21.30,Metric Tonnes,25-01-2026
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"1,500.00","2,500.00","2,000.00",Rs./Quintal,21.20,Metric Tonnes,24-01-2026
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"1,000.00","2,000.00","1,500.00",Rs./Quintal,24.60,Metric Tonnes,22-01-2026
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"1,000.00","2,000.00","1,500.00",Rs./Quintal,22.70,Metric Tonnes,21-01-2026
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"1,000.00","2,000.00","1,500.00",Rs./Quintal,20.40,Metric Tonnes,20-01-2026
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"1,000.00","2,000.00","1,500.00",Rs./Quintal,34.90,Metric Tonnes,19-01-2026
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,500.00,"2,500.00","1,500.00",Rs./Quintal,26.00,Metric Tonnes,18-01-2026
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"1,000.00","2,000.00","1,500.00",Rs./Quintal,27.80,Metric Tonnes,17-01-2026
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"1,500.00","2,500.00","2,000.00",Rs./Quintal,27.10,Metric Tonnes,14-01-2026
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"1,500.00","2,500.00","2,000.00",Rs./Quintal,14.00,Metric Tonnes,13-01-2026
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"2,000.00","3,000.00","2,500.00",Rs./Quintal,26.90,Metric Tonnes,12-01-2026
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"1,500.00","3,500.00","2,500.00",Rs./Quintal,20.90,Metric Tonnes,11-01-2026
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"1,500.00","2,500.00","2,000.00",Rs./Quintal,31.60,Metric Tonnes,10-01-2026
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"2,000.00","3,000.00","2,500.00",Rs./Quintal,27.10,Metric Tonnes,08-01-2026
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"2,000.00","3,000.00","2,500.00",Rs./Quintal,42.00,Metric Tonnes,07-01-2026
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"1,500.00","3,500.00","2,500.00",Rs./Quintal,19.70,Metric Tonnes,06-01-2026
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"1,500.00","3,500.00","2,500.00",Rs./Quintal,26.20,Metric Tonnes,05-01-2026
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"1,500.00","3,500.00","2,500.00",Rs./Quintal,18.40,Metric Tonnes,04-01-2026
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"1,500.00","3,500.00","2,500.00",Rs./Quintal,32.10,Metric Tonnes,03-01-2026
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"2,000.00","4,000.00","3,000.00",Rs./Quintal,19.50,Metric Tonnes,01-01-2026
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"2,000.00","4,000.00","3,000.00",Rs./Quintal,40.20,Metric Tonnes,31-12-2025
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"2,000.00","4,000.00","3,000.00",Rs./Quintal,23.20,Metric Tonnes,30-12-2025
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"2,000.00","4,000.00","3,000.00",Rs./Quintal,21.40,Metric Tonnes,29-12-2025
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"2,000.00","4,000.00","3,000.00",Rs./Quintal,20.90,Metric Tonnes,28-12-2025
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"1,500.00","3,500.00","2,500.00",Rs./Quintal,28.80,Metric Tonnes,27-12-2025
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"2,000.00","4,000.00","3,000.00",Rs./Quintal,18.70,Metric Tonnes,25-12-2025
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"2,000.00","4,000.00","3,000.00",Rs./Quintal,31.10,Metric Tonnes,24-12-2025
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"2,000.00","4,000.00","3,000.00",Rs./Quintal,18.70,Metric Tonnes,23-12-2025
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"2,000.00","4,000.00","3,000.00",Rs./Quintal,18.00,Metric Tonnes,22-12-2025
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"1,500.00","3,500.00","2,500.00",Rs./Quintal,21.40,Metric Tonnes,21-12-2025
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"1,500.00","3,500.00","2,500.00",Rs./Quintal,21.20,Metric Tonnes,20-12-2025
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"2,000.00","4,000.00","3,000.00",Rs./Quintal,26.30,Metric Tonnes,18-12-2025
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"2,500.00","4,500.00","3,500.00",Rs./Quintal,25.00,Metric Tonnes,17-12-2025
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"2,000.00","4,000.00","3,000.00",Rs./Quintal,15.10,Metric Tonnes,16-12-2025
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"2,000.00","4,000.00","3,000.00",Rs./Quintal,17.90,Metric Tonnes,15-12-2025
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"2,000.00","4,000.00","3,000.00",Rs./Quintal,10.70,Metric Tonnes,14-12-2025
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"1,500.00","3,500.00","2,500.00",Rs./Quintal,23.50,Metric Tonnes,13-12-2025
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"1,000.00","2,000.00","1,500.00",Rs./Quintal,14.80,Metric Tonnes,11-12-2025
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"1,000.00","2,000.00","1,500.00",Rs./Quintal,33.90,Metric Tonnes,10-12-2025
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"1,000.00","2,000.00","1,500.00",Rs./Quintal,23.90,Metric Tonnes,09-12-2025
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"1,000.00","2,000.00","1,500.00",Rs./Quintal,37.90,Metric Tonnes,08-12-2025
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"1,500.00","2,500.00","2,000.00",Rs./Quintal,19.20,Metric Tonnes,06-12-2025
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"1,000.00","2,000.00","1,500.00",Rs./Quintal,22.40,Metric Tonnes,04-12-2025
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"1,500.00","2,500.00","2,000.00",Rs./Quintal,30.70,Metric Tonnes,03-12-2025
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"1,000.00","2,000.00","1,500.00",Rs./Quintal,17.50,Metric Tonnes,02-12-2025
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"1,500.00","2,500.00","2,000.00",Rs./Quintal,32.50,Metric Tonnes,01-12-2025
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"1,500.00","2,500.00","2,000.00",Rs./Quintal,27.80,Metric Tonnes,30-11-2025
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"1,500.00","2,500.00","2,000.00",Rs./Quintal,43.70,Metric Tonnes,29-11-2025
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"2,000.00","3,000.00","2,500.00",Rs./Quintal,33.20,Metric Tonnes,27-11-2025
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"2,500.00","3,500.00","3,000.00",Rs./Quintal,28.50,Metric Tonnes,26-11-2025
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"2,000.00","4,000.00","3,000.00",Rs./Quintal,11.00,Metric Tonnes,25-11-2025
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"1,500.00","3,500.00","2,500.00",Rs./Quintal,22.90,Metric Tonnes,24-11-2025
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"1,500.00","3,500.00","2,500.00",Rs./Quintal,10.50,Metric Tonnes,23-11-2025
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"1,500.00","3,500.00","2,500.00",Rs./Quintal,27.60,Metric Tonnes,22-11-2025
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"1,500.00","3,500.00","2,500.00",Rs./Quintal,25.40,Metric Tonnes,20-11-2025
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"2,000.00","3,000.00","2,500.00",Rs./Quintal,24.50,Metric Tonnes,19-11-2025
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"1,500.00","3,500.00","2,500.00",Rs./Quintal,24.80,Metric Tonnes,18-11-2025
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"1,000.00","3,000.00","2,000.00",Rs./Quintal,26.60,Metric Tonnes,17-11-2025
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"1,500.00","3,000.00","2,300.00",Rs./Quintal,23.10,Metric Tonnes,16-11-2025
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"2,000.00","3,000.00","2,500.00",Rs./Quintal,27.50,Metric Tonnes,15-11-2025
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"1,000.00","2,000.00","1,500.00",Rs./Quintal,22.60,Metric Tonnes,13-11-2025
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"1,000.00","2,000.00","1,500.00",Rs./Quintal,29.40,Metric Tonnes,12-11-2025
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,"1,000.00","2,000.00","1,500.00",Rs./Quintal,16.60,Metric Tonnes,11-11-2025
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,800.00,"1,500.00","1,200.00",Rs./Quintal,27.70,Metric Tonnes,10-11-2025
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,800.00,"1,600.00","1,200.00",Rs./Quintal,21.60,Metric Tonnes,09-11-2025
Maharashtra,Kolhapur,APMC Kolhapur ,Vegetables,Tomato,Other,Local,500.00,"1,500.00","1,000.00",Rs./Quintal,29.30,Metric Tonnes,08-11-2025
Maharashtra,Kolhapur,APMC Vadgaonpeth ,Vegetables,Tomato,Local,Local,"1,000.00","2,000.00","1,400.00",Rs./Quintal,17.00,Metric Tonnes,06-09-2026
Maharashtra,Kolhapur,APMC Vadgaonpeth ,Vegetables,Tomato,Local,Local,800.00,"1,400.00","1,000.00",Rs./Quintal,6.50,Metric Tonnes,03-09-2026
Maharashtra,Kolhapur,APMC Vadgaonpeth ,Vegetables,Tomato,Local,Local,800.00,"1,800.00","1,200.00",Rs./Quintal,6.00,Metric Tonnes,02-09-2026
Maharashtra,Kolhapur,APMC Vadgaonpeth ,Vegetables,Tomato,Local,Local,900.00,"1,500.00","1,000.00",Rs./Quintal,5.60,Metric Tonnes,01-09-2026
Maharashtra,Kolhapur,APMC Vadgaonpeth ,Vegetables,Tomato,Local,Local,900.00,"1,600.00","1,000.00",Rs./Quintal,6.00,Metric Tonnes,30-08-2026
Maharashtra,Kolhapur,APMC Vadgaonpeth ,Vegetables,Tomato,Local,Local,900.00,"1,500.00","1,100.00",Rs./Quintal,7.50,Metric Tonnes,26-08-2026
Maharashtra,Kolhapur,APMC Vadgaonpeth ,Vegetables,Tomato,Local,Local,900.00,"1,600.00","1,200.00",Rs./Quintal,6.00,Metric Tonnes,23-08-2026
Maharashtra,Kolhapur,APMC Vadgaonpeth ,Vegetables,Tomato,Local,Local,600.00,"1,000.00",700.00,Rs./Quintal,5.00,Metric Tonnes,22-08-2026
Maharashtra,Kolhapur,APMC Vadgaonpeth ,Vegetables,Tomato,Local,Local,700.00,"1,300.00","1,000.00",Rs./Quintal,6.00,Metric Tonnes,21-08-2026
Maharashtra,Kolhapur,APMC Vadgaonpeth ,Vegetables,Tomato,Local,Local,"1,000.00","1,800.00","1,400.00",Rs./Quintal,6.00,Metric Tonnes,20-08-2026
Maharashtra,Kolhapur,APMC Vadgaonpeth ,Vegetables,Tomato,Local,Local,800.00,"1,800.00","1,200.00",Rs./Quintal,6.00,Metric Tonnes,18-08-2026
Maharashtra,Kolhapur,APMC Vadgaonpeth ,Vegetables,Tomato,Local,Local,900.00,"1,800.00","1,200.00",Rs./Quintal,6.00,Metric Tonnes,16-08-2026
Maharashtra,Kolhapur,APMC Vadgaonpeth ,Vegetables,Tomato,Local,Local,700.00,"1,500.00","1,000.00",Rs./Quintal,4.50,Metric Tonnes,14-08-2026
Maharashtra,Kolhapur,APMC Vadgaonpeth ,Vegetables,Tomato,Local,Local,800.00,"1,700.00","1,000.00",Rs./Quintal,6.50,Metric Tonnes,13-08-2026
Maharashtra,Kolhapur,APMC Vadgaonpeth ,Vegetables,Tomato,Local,Local,800.00,"1,800.00","1,100.00",Rs./Quintal,5.00,Metric Tonnes,12-08-2026
Maharashtra,Kolhapur,APMC Vadgaonpeth ,Vegetables,Tomato,Local,Local,900.00,"1,500.00","1,200.00",Rs./Quintal,6.00,Metric Tonnes,11-08-2026
Maharashtra,Kolhapur,APMC Vadgaonpeth ,Vegetables,Tomato,Local,Local,800.00,"1,800.00","1,200.00",Rs./Quintal,5.00,Metric Tonnes,09-08-2026
Maharashtra,Kolhapur,APMC Vadgaonpeth ,Vegetables,Tomato,Local,Local,900.00,"1,500.00","1,000.00",Rs./Quintal,6.00,Metric Tonnes,08-08-2026
Maharashtra,Kolhapur,APMC Vadgaonpeth ,Vegetables,Tomato,Local,Local,900.00,"1,800.00","1,300.00",Rs./Quintal,5.00,Metric Tonnes,07-08-2026
Maharashtra,Kolhapur,APMC Vadgaonpeth ,Vegetables,Tomato,Local,Local,900.00,"1,900.00","1,000.00",Rs./Quintal,6.00,Metric Tonnes,06-08-2026
Maharashtra,Kolhapur,APMC Vadgaonpeth ,Vegetables,Tomato,Local,Local,900.00,"1,800.00","1,200.00",Rs./Quintal,6.00,Metric Tonnes,05-08-2026
Maharashtra,Kolhapur,APMC Vadgaonpeth ,Vegetables,Tomato,Local,Local,800.00,"2,000.00","1,200.00",Rs./Quintal,5.50,Metric Tonnes,04-08-2026
Maharashtra,Kolhapur,APMC Vadgaonpeth ,Vegetables,Tomato,Local,Local,800.00,"1,800.00","1,200.00",Rs./Quintal,6.00,Metric Tonnes,02-08-2026
Maharashtra,Kolhapur,APMC Vadgaonpeth ,Vegetables,Tomato,Local,Local,"1,500.00","2,100.00","1,800.00",Rs./Quintal,6.00,Metric Tonnes,01-08-2026
Maharashtra,Kolhapur,APMC Vadgaonpeth ,Vegetables,Tomato,Local,Local,"1,000.00","2,100.00","1,600.00",Rs./Quintal,5.50,Metric Tonnes,31-07-2026
Maharashtra,Kolhapur,APMC Vadgaonpeth ,Vegetables,Tomato,Local,Local,"1,200.00","2,000.00","1,700.00",Rs./Quintal,6.00,Metric Tonnes,29-07-2026
Maharashtra,Kolhapur,APMC Vadgaonpeth ,Vegetables,Tomato,Local,Local,"1,000.00","2,000.00","1,600.00",Rs./Quintal,5.00,Metric Tonnes,28-07-2026
Maharashtra,Kolhapur,APMC Vadgaonpeth ,Vegetables,Tomato,Local,Local,"1,000.00","2,000.00","1,500.00",Rs./Quintal,5.60,Metric Tonnes,24-07-2026
Maharashtra,Kolhapur,APMC Vadgaonpeth ,Vegetables,Tomato,Local,Local,900.00,"1,800.00","1,300.00",Rs./Quintal,6.00,Metric Tonnes,23-07-2026
Maharashtra,Kolhapur,APMC Vadgaonpeth ,Vegetables,Tomato,Local,Local,"1,200.00","1,800.00","1,600.00",Rs./Quintal,6.00,Metric Tonnes,22-07-2026
Maharashtra,Kolhapur,APMC Vadgaonpeth ,Vegetables,Tomato,Local,Local,"1,000.00","2,000.00","1,400.00",Rs./Quintal,6.00,Metric Tonnes,21-07-2026
Maharashtra,Kolhapur,APMC Vadgaonpeth ,Vegetables,Tomato,Local,Local,"1,000.00","2,500.00","1,600.00",Rs./Quintal,6.50,Metric Tonnes,19-07-2026
Maharashtra,Kolhapur,APMC Vadgaonpeth ,Vegetables,Tomato,Local,Local,"1,400.00","2,100.00","1,800.00",Rs./Quintal,5.00,Metric Tonnes,18-07-2026
Maharashtra,Kolhapur,APMC Vadgaonpeth ,Vegetables,Tomato,Local,Local,900.00,"1,500.00","1,200.00",Rs./Quintal,4.50,Metric Tonnes,17-07-2026
Maharashtra,Kolhapur,APMC Vadgaonpeth ,Vegetables,Tomato,Local,Local,"1,000.00","3,000.00","2,000.00",Rs./Quintal,7.00,Metric Tonnes,16-07-2026
Maharashtra,Kolhapur,APMC Vadgaonpeth ,Vegetables,Tomato,Local,Local,"1,300.00","1,700.00","1,400.00",Rs./Quintal,5.00,Metric Tonnes,15-07-2026
Maharashtra,Kolhapur,APMC Vadgaonpeth ,Vegetables,Tomato,Local,Local,900.00,"1,700.00","1,100.00",Rs./Quintal,5.00,Metric Tonnes,12-07-2026
Maharashtra,Kolhapur,APMC Vadgaonpeth ,Vegetables,Tomato,Local,Local,"1,000.00","2,100.00","1,400.00",Rs./Quintal,5.30,Metric Tonnes,11-07-2026
Maharashtra,Kolhapur,APMC Vadgaonpeth ,Vegetables,Tomato,Local,Local,"1,000.00","2,000.00","1,500.00",Rs./Quintal,6.50,Metric Tonnes,09-07-2026
Maharashtra,Kolhapur,APMC Vadgaonpeth ,Vegetables,Tomato,Local,Local,"1,000.00","2,000.00","1,400.00",Rs./Quintal,6.60,Metric Tonnes,08-07-2026
Maharashtra,Kolhapur,APMC Vadgaonpeth ,Vegetables,Tomato,Local,Local,"1,000.00","2,000.00","1,200.00",Rs./Quintal,16.00,Metric Tonnes,07-07-2026
Maharashtra,Kolhapur,APMC Vadgaonpeth ,Vegetables,Tomato,Local,Local,900.00,"1,800.00","1,200.00",Rs./Quintal,5.00,Metric Tonnes,05-07-2026
Maharashtra,Kolhapur,APMC Vadgaonpeth ,Vegetables,Tomato,Local,Local,"1,000.00","1,800.00","1,400.00",Rs./Quintal,6.00,Metric Tonnes,04-07-2026
Maharashtra,Kolhapur,APMC Vadgaonpeth ,Vegetables,Tomato,Local,Local,"1,400.00","2,000.00","1,700.00",Rs./Quintal,7.00,Metric Tonnes,03-07-2026
Maharashtra,Kolhapur,APMC Vadgaonpeth ,Vegetables,Tomato,Local,Local,"1,000.00","1,700.00","1,500.00",Rs./Quintal,5.20,Metric Tonnes,02-07-2026
Maharashtra,Kolhapur,APMC Vadgaonpeth ,Vegetables,Tomato,Local,Local,"1,000.00","1,600.00","1,200.00",Rs./Quintal,5.00,Metric Tonnes,01-07-2026
Maharashtra,Kolhapur,APMC Vadgaonpeth ,Vegetables,Tomato,Local,Local,"1,400.00","2,600.00","1,800.00",Rs./Quintal,5.50,Metric Tonnes,30-06-2026
Maharashtra,Kolhapur,APMC Vadgaonpeth ,Vegetables,Tomato,Local,Local,"1,900.00","3,500.00","2,600.00",Rs./Quintal,5.00,Metric Tonnes,28-06-2026
Maharashtra,Kolhapur,APMC Vadgaonpeth ,Vegetables,Tomato,Local,Local,"1,500.00","2,800.00","2,000.00",Rs./Quintal,5.50,Metric Tonnes,25-06-2026
Maharashtra,Kolhapur,APMC Vadgaonpeth ,Vegetables,Tomato,Local,Local,"1,400.00","3,500.00","2,100.00",Rs./Quintal,5.50,Metric Tonnes,24-06-2026
Maharashtra,Kolhapur,APMC Vadgaonpeth ,Vegetables,Tomato,Local,Local,"1,800.00","3,000.00","2,300.00",Rs./Quintal,2.70,Metric Tonnes,23-06-2026
