,,,,,,,Daily Price Arrival Report-07-11-2025 to 11-09-2026 for Maharashtra,,,,,,
State/UT,District,Market,Commodity Group,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Unit,Arrival Quantity,Arrival Unit,Arrival Date
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,500.00,"2,000.00","1,250.00",Rs./Quintal,621.70,Metric Tonnes,24-01-2026
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,500.00,"2,100.00","1,300.00",Rs./Quintal,629.30,Metric Tonnes,23-01-2026
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,500.00,"2,000.00","1,250.00",Rs./Quintal,325.40,Metric Tonnes,22-01-2026
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,500.00,"2,200.00","1,350.00",Rs./Quintal,617.90,Metric Tonnes,21-01-2026
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,550.00,"2,150.00","1,350.00",Rs./Quintal,391.90,Metric Tonnes,20-01-2026
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,500.00,"2,100.00","1,300.00",Rs./Quintal,560.00,Metric Tonnes,19-01-2026
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,500.00,"2,000.00","1,250.00",Rs./Quintal,504.30,Metric Tonnes,17-01-2026
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,550.00,"2,150.00","1,350.00",Rs./Quintal,448.80,Metric Tonnes,16-01-2026
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,500.00,"2,000.00","1,250.00",Rs./Quintal,308.30,Metric Tonnes,13-01-2026
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,550.00,"2,150.00","1,350.00",Rs./Quintal,606.80,Metric Tonnes,12-01-2026
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,600.00,"2,000.00","1,300.00",Rs./Quintal,637.90,Metric Tonnes,10-01-2026
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,500.00,"2,000.00","1,250.00",Rs./Quintal,435.80,Metric Tonnes,09-01-2026
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,500.00,"2,000.00","1,500.00",Rs./Quintal,395.50,Metric Tonnes,08-01-2026
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,600.00,"2,000.00","1,300.00",Rs./Quintal,708.70,Metric Tonnes,07-01-2026
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,600.00,"2,200.00","1,400.00",Rs./Quintal,543.60,Metric Tonnes,06-01-2026
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,600.00,"2,500.00","1,550.00",Rs./Quintal,617.50,Metric Tonnes,05-01-2026
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,600.00,"2,200.00","1,400.00",Rs./Quintal,766.70,Metric Tonnes,03-01-2026
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,500.00,"2,500.00","1,500.00",Rs./Quintal,432.50,Metric Tonnes,02-01-2026
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,500.00,"2,000.00","1,250.00",Rs./Quintal,333.40,Metric Tonnes,01-01-2026
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,600.00,"2,800.00","1,700.00",Rs./Quintal,529.00,Metric Tonnes,31-12-2025
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,600.00,"2,450.00","1,525.00",Rs./Quintal,348.60,Metric Tonnes,30-12-2025
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,700.00,"2,700.00","1,700.00",Rs./Quintal,425.60,Metric Tonnes,29-12-2025
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,600.00,"2,400.00","1,500.00",Rs./Quintal,570.60,Metric Tonnes,27-12-2025
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,500.00,"2,500.00","1,500.00",Rs./Quintal,418.80,Metric Tonnes,26-12-2025
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,500.00,"2,000.00","1,250.00",Rs./Quintal,262.10,Metric Tonnes,25-12-2025
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,600.00,"2,400.00","1,500.00",Rs./Quintal,549.30,Metric Tonnes,24-12-2025
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,600.00,"2,600.00","1,600.00",Rs./Quintal,266.20,Metric Tonnes,23-12-2025
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,700.00,"2,500.00","1,600.00",Rs./Quintal,346.50,Metric Tonnes,22-12-2025
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,700.00,"2,200.00","1,450.00",Rs./Quintal,530.10,Metric Tonnes,20-12-2025
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,500.00,"2,800.00","1,650.00",Rs./Quintal,463.50,Metric Tonnes,19-12-2025
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,700.00,"3,300.00","2,000.00",Rs./Quintal,226.80,Metric Tonnes,18-12-2025
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,700.00,"3,300.00","2,000.00",Rs./Quintal,487.10,Metric Tonnes,17-12-2025
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,"1,000.00","3,500.00","2,250.00",Rs./Quintal,117.70,Metric Tonnes,16-12-2025
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,800.00,"3,000.00","1,900.00",Rs./Quintal,336.40,Metric Tonnes,15-12-2025
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,800.00,"3,000.00","1,900.00",Rs./Quintal,255.80,Metric Tonnes,13-12-2025
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,500.00,"2,500.00","1,500.00",Rs./Quintal,120.10,Metric Tonnes,12-12-2025
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,500.00,"2,300.00","1,400.00",Rs./Quintal,147.70,Metric Tonnes,11-12-2025
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,600.00,"2,400.00","1,500.00",Rs./Quintal,237.10,Metric Tonnes,10-12-2025
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,500.00,"2,250.00","1,375.00",Rs./Quintal,273.80,Metric Tonnes,08-12-2025
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,500.00,"1,800.00","1,150.00",Rs./Quintal,312.60,Metric Tonnes,06-12-2025
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,500.00,"1,900.00","1,200.00",Rs./Quintal,198.10,Metric Tonnes,05-12-2025
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,500.00,"1,800.00","1,150.00",Rs./Quintal,321.80,Metric Tonnes,03-12-2025
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,500.00,"1,800.00","1,150.00",Rs./Quintal,216.40,Metric Tonnes,02-12-2025
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,500.00,"2,200.00","1,350.00",Rs./Quintal,373.90,Metric Tonnes,01-12-2025
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,500.00,"2,000.00","1,250.00",Rs./Quintal,344.00,Metric Tonnes,29-11-2025
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,500.00,"1,900.00","1,200.00",Rs./Quintal,183.20,Metric Tonnes,28-11-2025
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,500.00,"1,800.00","1,150.00",Rs./Quintal,197.20,Metric Tonnes,27-11-2025
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,500.00,"1,700.00","1,100.00",Rs./Quintal,256.80,Metric Tonnes,26-11-2025
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,500.00,"1,900.00","1,200.00",Rs./Quintal,186.40,Metric Tonnes,25-11-2025
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,500.00,"2,000.00","1,250.00",Rs./Quintal,440.40,Metric Tonnes,24-11-2025
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,500.00,"1,900.00","1,200.00",Rs./Quintal,431.20,Metric Tonnes,22-11-2025
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,500.00,"2,000.00","1,250.00",Rs./Quintal,253.80,Metric Tonnes,21-11-2025
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,500.00,"2,100.00","1,300.00",Rs./Quintal,219.90,Metric Tonnes,20-11-2025
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,500.00,"2,000.00","1,250.00",Rs./Quintal,343.10,Metric Tonnes,19-11-2025
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,500.00,"1,900.00","1,200.00",Rs./Quintal,204.20,Metric Tonnes,18-11-2025
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,500.00,"1,800.00","1,150.00",Rs./Quintal,325.00,Metric Tonnes,17-11-2025
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,500.00,"2,000.00","1,250.00",Rs./Quintal,413.70,Metric Tonnes,15-11-2025
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,500.00,"1,900.00","1,200.00",Rs./Quintal,173.50,Metric Tonnes,13-11-2025
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,500.00,"1,800.00","1,150.00",Rs./Quintal,354.10,Metric Tonnes,12-11-2025
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,500.00,"2,000.00","1,250.00",Rs./Quintal,183.50,Metric Tonnes,11-11-2025
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,500.00,"2,000.00","1,250.00",Rs./Quintal,377.70,Metric Tonnes,10-11-2025
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,500.00,"1,800.00","1,150.00",Rs./Quintal,426.30,Metric Tonnes,08-11-2025
Maharashtra,Sangli,"Sangli(Phale, Bhajipala Market) ",Vegetables,Onion,Local,Local,400.00,"1,700.00","1,050.00",Rs./Quintal,291.40,Metric Tonnes,07-11-2025

